id,marka,seri,model,yil,kilometre,vites_tipi,yakit_tipi,kasa_tipi,renk,motor_hacmi,motor_gucu,degisen_sayisi,boyali_sayisi,kimden,fiyat
1,Lexus,ES,300h Business Plus,2023.0,43000.0,Otomatik,Benzin,Sedan,Siyah,2250.0,213.0,1.0,1.0,Galeriden,4950000.0
5,Lexus,GS,200t F Sport,2016.0,90500.0,Otomatik,Benzin,Sedan,Beyaz,1900.0,238.0,0.0,0.0,Galeriden,2745000.0
8,Infiniti,Q50,2.0,2016.0,150000.0,Otomatik,Benzin,Sedan,Beyaz,1900.0,213.0,0.0,0.0,Galeriden,1950000.0
10,Ikco,Samand,1.6 LX,2008.0,275000.0,Düz,Benzin,Sedan,Gri,1500.0,113.0,0.0,0.0,Galeriden,262000.0
14,Infiniti,Q60,2.0,2017.0,148000.0,Otomatik,Benzin,Coupe,Füme,1900.0,213.0,0.0,4.0,Galeriden,2260060.0
15,Lexus,ES,300h Business,2019.0,162000.0,Otomatik,Hibrit,Sedan,Siyah,2494.0,178.0,0.0,0.0,Galeriden,2450000.0
16,Lexus,ES,300h Exclusive,2019.0,154000.0,Otomatik,Hibrit,Sedan,Siyah,2487.0,218.0,3.0,0.0,Galeriden,4000000.0
19,Ikco,Samand,1.6 LX,2008.0,157000.0,Düz,LPG & Benzin,Sedan,Siyah,1587.0,106.0,0.0,2.0,Sahibinden,280000.0
20,Ikco,Samand,1.6 LX,2009.0,198000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1587.0,106.0,0.0,7.0,Sahibinden,240000.0
22,Ikco,Samand,1.6 LX,2009.0,205000.0,Düz,LPG & Benzin,Sedan,Siyah,1500.0,113.0,0.0,0.0,Galeriden,229999.0
27,Infiniti,Q30,1.6,2016.0,97000.0,Yarı Otomatik,Benzin,SUV,Kırmızı,1595.0,156.0,0.0,1.0,Sahibinden,1250000.0
33,Lexus,ES,300h Exclusive,2020.0,58000.0,Otomatik,LPG & Benzin,Sedan,Siyah,2494.0,178.0,3.0,2.0,Galeriden,2995000.0
38,Lada,Samara,1.5,2001.0,220000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1500.0,78.0,0.0,1.0,Sahibinden,185000.0
42,Lexus,IS,200t Executive,2016.0,77000.0,Otomatik,Benzin,Sedan,Füme,1900.0,238.0,0.0,2.0,Galeriden,2150000.0
48,Ikco,Samand,1.6 LX,2009.0,270000.0,Düz,LPG & Benzin,Sedan,Kırmızı,1587.0,106.0,0.0,0.0,Sahibinden,260000.0
51,Lada,Samara,1.5,2000.0,236000.0,Düz,Benzin,Hatchback/5,Mavi,1500.0,78.0,0.0,0.0,Sahibinden,165000.0
52,Lada,Vega,1.5,2005.0,142000.0,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1499.0,93.0,0.0,0.0,Sahibinden,220000.0
55,Lada,Vega,1.5,2000.0,173478.0,Düz,LPG & Benzin,Sedan,Bordo,1499.0,78.0,1.0,0.0,Sahibinden,160000.0
56,Lada,Samara,1.5,2004.0,87000.0,Düz,Benzin,Hatchback/5,Gri,1500.0,88.0,0.0,1.0,Galeriden,225000.0
61,Lada,Samara,1.5,2000.0,200000.0,Düz,Benzin,Hatchback/5,Yeşil,1500.0,78.0,0.0,0.0,Galeriden,155000.0
62,Lada,Vega,1.6,2006.0,205000.0,Düz,Benzin,Hatchback/5,Gri,1596.0,90.0,0.0,0.0,Galeriden,210000.0
65,Lada,Samara,1.5,1994.0,64000.0,Düz,Benzin,Hatchback/5,Bordo,1499.0,68.0,0.0,0.0,Galeriden,197000.0
69,Lada,Vega,1.5,2004.0,340000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,1499.0,93.0,0.0,0.0,Sahibinden,155000.0
73,Lada,Vega,1.5,1999.0,285000.0,Düz,Benzin,Sedan,Gri,1499.0,78.0,0.0,0.0,Galeriden,155000.0
75,Lada,Vega,1.5,2001.0,317000.0,Düz,Benzin,Sedan,Gri,1500.0,88.0,0.0,0.0,Galeriden,164750.0
76,Lada,Samara,1.5,1994.0,215000.0,Düz,LPG & Benzin,Hatchback/3,Kırmızı,1500.0,75.0,0.0,0.0,Sahibinden,190000.0
80,Lada,Vega,1.5,2001.0,171000.0,Düz,Benzin,Sedan,Mavi,1499.0,78.0,2.0,6.0,Galeriden,189900.0
87,Lada,Samara,1.5,1993.0,159000.0,Düz,Benzin,Hatchback/5,Beyaz,1499.0,68.0,0.0,0.0,Galeriden,157000.0
88,Lada,Vega,1.5,2005.0,100000.0,Düz,Benzin,Hatchback/5,Gri (Gümüş),1499.0,93.0,0.0,0.0,Sahibinden,225000.0
89,Lada,Vega,1.5,2004.0,256168.0,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1499.0,93.0,0.0,0.0,Galeriden,260000.0
94,Daewoo,Lanos,1.5 SE,1999.0,270000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,113.0,0.0,0.0,Galeriden,215000.0
96,Daewoo,Nubira,1.6 SX,2001.0,277000.0,Düz,LPG & Benzin,Sedan,Kırmızı,1598.0,106.0,0.0,8.0,Sahibinden,242000.0
98,Daewoo,Lanos,1.5 SE,2001.0,288000.0,Düz,LPG & Benzin,Sedan,Beyaz,1498.0,86.0,0.0,2.0,Sahibinden,200000.0
100,Daewoo,Leganza,2.0 CDX,1998.0,220000.0,Otomatik,LPG & Benzin,Sedan,Siyah,1998.0,133.0,0.0,0.0,Galeriden,225000.0
101,Daewoo,Lanos,1.5 SE,1998.0,350000.0,Düz,Benzin,Sedan,Beyaz,1498.0,86.0,0.0,0.0,Galeriden,180000.0
103,Daewoo,Lanos,1.6 SX,1998.0,270500.0,Otomatik,LPG & Benzin,Hatchback/5,Beyaz,1300.0,88.0,0.0,3.0,Sahibinden,210000.0
108,Daewoo,Nexia,1.5 GLE,1997.0,140000.0,Düz,LPG & Benzin,Sedan,Lacivert,1498.0,80.0,0.0,0.0,Sahibinden,162500.0
112,Daewoo,Lanos,1.6 SX,1998.0,288000.0,Düz,Benzin,Hatchback/5,Kırmızı,1598.0,106.0,0.0,0.0,Galeriden,194000.0
126,Daewoo,Lanos,1.6 SX,1998.0,200000.0,Düz,LPG & Benzin,Hatchback/3,Beyaz,1598.0,106.0,0.0,1.0,Sahibinden,250000.0
135,Daewoo,Espero,2.0i,1996.0,180000.0,Düz,LPG & Benzin,Sedan,Lacivert,1998.0,105.0,0.0,0.0,Galeriden,200000.0
141,BMW,5 Serisi,520i 50th Year M Edition,2022.0,83000.0,Otomatik,Benzin,Sedan,Siyah,1500.0,163.0,0.0,0.0,Sahibinden,3550000.0
142,BMW,2 Serisi,216d Gran Coupe First Edition Sport Line,2021.0,92000.0,Otomatik,Benzin,Sedan,Mavi,1500.0,113.0,0.0,0.0,Galeriden,1790999.0
144,BMW,1 Serisi,118i Joy Plus,2015.0,184000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1500.0,138.0,0.0,0.0,Galeriden,1135000.0
145,BMW,3 Serisi,316i M Sport,2014.0,150000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,138.0,2.0,5.0,Galeriden,1175000.0
146,BMW,3 Serisi,320i Premium,2006.0,238000.0,Otomatik,Benzin,Sedan,Gri,1900.0,138.0,0.0,7.0,Galeriden,649000.0
147,BMW,3 Serisi,320i ED Luxury Line,2014.0,280000.0,Otomatik,Benzin,Sedan,Siyah,1500.0,163.0,1.0,3.0,Galeriden,1175000.0
148,BMW,5 Serisi,520d Comfort,2012.0,315000.0,Otomatik,Benzin,Sedan,Füme,1995.0,184.0,0.0,5.0,Galeriden,1250000.0
150,BMW,3 Serisi,320i M Sport,2022.0,68000.0,Otomatik,Benzin,Sedan,Mavi,1500.0,163.0,0.0,0.0,Galeriden,3025000.0
151,BMW,3 Serisi,320i First Edition Sport Line,2019.0,115000.0,Otomatik,Benzin,Sedan,Siyah,1500.0,163.0,0.0,0.0,Galeriden,2325000.0
152,BMW,5 Serisi,520i Comfort,2016.0,163000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,163.0,0.0,0.0,Galeriden,1675000.0
153,BMW,5 Serisi,520i Standart,1996.0,405000.0,Düz,LPG & Benzin,Sedan,Gri,1900.0,138.0,1.0,5.0,Galeriden,360000.0
154,BMW,3 Serisi,320d Comfort,2012.0,272000.0,Otomatik,Dizel,Sedan,Siyah,1995.0,184.0,0.0,2.0,Sahibinden,1000000.0
155,BMW,5 Serisi,520i Executive,2016.0,111000.0,Otomatik,Benzin,Sedan,Beyaz,1592.0,170.0,0.0,0.0,Galeriden,1999000.0
157,BMW,3 Serisi,320d M Sport,2008.0,253000.0,Otomatik,Benzin,Coupe,Gri,1995.0,177.0,1.0,4.0,Galeriden,945000.0
160,BMW,1 Serisi,116d Joy Plus,2015.0,179000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1496.0,116.0,1.0,1.0,Galeriden,965000.0
161,BMW,3 Serisi,316i M Sport,2013.0,135000.0,Otomatik,Benzin,Sedan,Kırmızı,1500.0,138.0,0.0,0.0,Galeriden,1465000.0
165,BMW,3 Serisi,318i Standart,2001.0,160000.0,Otomatik,Benzin,Sedan,Yeşil (metalik),1895.0,118.0,0.0,2.0,Sahibinden,725000.0
166,BMW,5 Serisi,520i Executive M Sport,2016.0,71500.0,Otomatik,Benzin,Sedan,Siyah,1592.0,170.0,4.0,0.0,Sahibinden,1685000.0
168,BMW,5 Serisi,520i Executive M Sport,2018.0,134000.0,Otomatik,Benzin,Sedan,Gri,1500.0,163.0,0.0,0.0,Galeriden,2630000.0
170,BMW,5 Serisi,520i M Sport,2024.0,18000.0,Otomatik,Benzin,Sedan,Lacivert,1500.0,188.0,0.0,0.0,Galeriden,5350000.0
171,BMW,1 Serisi,116i Standart,2006.0,199000.0,Düz,Benzin,Hatchback/5,Siyah,1500.0,113.0,0.0,0.0,Galeriden,578000.0
172,BMW,3 Serisi,320i ED Techno Plus,2013.0,190000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,163.0,0.0,0.0,Galeriden,1500000.0
173,BMW,3 Serisi,320d Standart,2011.0,185000.0,Otomatik,Benzin,Sedan,Beyaz,1995.0,184.0,1.0,1.0,Galeriden,927000.0
174,BMW,5 Serisi,520i Premium,2014.0,158000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,163.0,0.0,2.0,Galeriden,1685000.0
175,BMW,3 Serisi,320i First Edition M Sport,2020.0,99750.0,Otomatik,Benzin,Sedan,Siyah,1500.0,163.0,0.0,0.0,Galeriden,2460000.0
178,BMW,3 Serisi,320i Sport Line,2022.0,71000.0,Otomatik,Benzin,Sedan,Beyaz,1597.0,170.0,0.0,0.0,Galeriden,2440000.0
179,BMW,1 Serisi,116i Premium,2011.0,85900.0,Otomatik,Benzin,Hatchback/5,Beyaz,1500.0,113.0,0.0,0.0,Galeriden,939000.0
180,BMW,1 Serisi,116i Premium,2012.0,128000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1500.0,138.0,0.0,0.0,Galeriden,1029000.0
181,BMW,3 Serisi,320i Sport Line,2022.0,108500.0,Otomatik,Benzin,Sedan,Füme,1597.0,170.0,0.0,0.0,Galeriden,2575000.0
182,BMW,5 Serisi,525d xDrive Premium,2012.0,76000.0,Otomatik,Benzin,Sedan,Beyaz,1995.0,218.0,0.0,2.0,Galeriden,1920000.0
183,BMW,5 Serisi,520i Luxury Line,2017.0,152000.0,Otomatik,Benzin,Sedan,Füme,1500.0,163.0,2.0,3.0,Galeriden,2125000.0
184,BMW,1 Serisi,116i Premium,2010.0,240000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1596.0,116.0,0.0,0.0,Galeriden,615000.0
185,BMW,5 Serisi,520d M Sport,2011.0,276000.0,Otomatik,Dizel,Sedan,Gri,1995.0,184.0,0.0,0.0,Galeriden,1330000.0
188,BMW,1 Serisi,116i Premium,2012.0,85000.0,Otomatik,Benzin,Hatchback/5,Siyah,1500.0,138.0,0.0,5.0,Galeriden,965000.0
193,BMW,3 Serisi,320d M Sport,2014.0,284000.0,Otomatik,Benzin,Sedan,Beyaz,1995.0,184.0,0.0,4.0,Galeriden,1175000.0
195,BMW,3 Serisi,318d Premium,2009.0,129000.0,Otomatik,Benzin,Sedan,Gri,1995.0,143.0,1.0,4.0,Galeriden,865000.0
196,BMW,5 Serisi,520i Luxury Line,2021.0,44000.0,Otomatik,Benzin,Sedan,Gri,1500.0,163.0,1.0,1.0,Galeriden,2950000.0
210,Geely,Emgrand,1.5 GSL Premium,2012.0,180000.0,Düz,LPG & Benzin,Sedan,Kahverengi,1498.0,106.0,2.0,3.0,Sahibinden,365000.0
211,Geely,Emgrand,1.5 GSL Premium,2011.0,217660.0,Düz,Benzin,Sedan,Beyaz,1498.0,106.0,0.0,8.0,Galeriden,450000.0
213,Geely,Emgrand,1.5 GSL Premium SR,2010.0,270000.0,Düz,LPG & Benzin,Sedan,Siyah,1498.0,106.0,0.0,3.0,Sahibinden,420000.0
215,BMW,5 Serisi,520d Exclusive,2012.0,274000.0,Otomatik,Benzin,Sedan,Füme,1995.0,184.0,0.0,6.0,Galeriden,1199900.0
218,Geely,Echo,1.3 Comfort,2009.0,145000.0,Düz,Benzin,Sedan,Siyah,1342.0,86.0,0.0,0.0,Sahibinden,275000.0
219,Geely,Emgrand,1.5 GSL Premium,2011.0,230000.0,Düz,LPG & Benzin,Sedan,Beyaz,1498.0,106.0,1.0,5.0,Galeriden,300000.0
222,Geely,Emgrand,1.5 GSL Premium SR,2012.0,195000.0,Düz,LPG & Benzin,Sedan,Kahverengi,1498.0,106.0,0.0,1.0,Sahibinden,350000.0
224,Geely,Emgrand,1.5 GSL Basic,2012.0,167000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1498.0,106.0,0.0,5.0,Sahibinden,425000.0
225,Geely,Emgrand,1.5 GSL Premium,2011.0,152000.0,Düz,Benzin,Sedan,Siyah,1498.0,106.0,1.0,0.0,Sahibinden,375000.0
226,Geely,Familia,1.5 Comfort,2009.0,140000.0,Düz,Benzin,Sedan,Gri,1498.0,94.0,1.0,6.0,Galeriden,215000.0
228,Geely,Familia,1.5 Comfort,2010.0,230000.0,Düz,LPG & Benzin,Sedan,Siyah,1498.0,94.0,2.0,2.0,Sahibinden,225000.0
230,Geely,Echo,1.3 Basic,2010.0,131000.0,Düz,Benzin,Sedan,Siyah,1342.0,86.0,0.0,3.0,Sahibinden,290000.0
232,Geely,Emgrand,1.5 GSL Premium,2011.0,206000.0,Düz,Benzin,Sedan,Siyah,1498.0,106.0,3.0,7.0,Sahibinden,300000.0
233,Geely,Emgrand,1.5 GSL Premium SR,2012.0,228000.0,Düz,LPG & Benzin,Hatchback/5,Kahverengi,1498.0,106.0,1.0,3.0,Sahibinden,425000.0
236,Geely,Emgrand,1.5 GSL Premium SR,2012.0,194000.0,Düz,LPG & Benzin,Sedan,Beyaz,1498.0,106.0,1.0,1.0,Sahibinden,369000.0
237,Geely,Emgrand,1.5 GSL Premium,2013.0,248000.0,Düz,LPG & Benzin,Sedan,Siyah,1498.0,106.0,2.0,0.0,Sahibinden,340000.0
238,Geely,Emgrand,1.5 GSL Premium SR,2012.0,88000.0,Düz,Benzin,Sedan,Beyaz,1498.0,106.0,0.0,4.0,Sahibinden,475000.0
241,Geely,Emgrand,1.5 GSL Premium SR,2014.0,170000.0,Düz,Benzin,Sedan,Siyah,1498.0,106.0,0.0,0.0,Galeriden,365000.0
244,Geely,Echo,1.3 Comfort,2010.0,128647.0,Düz,Benzin,Sedan,Siyah,1300.0,88.0,0.0,8.0,Galeriden,295000.0
245,Geely,Emgrand,1.5 GSL Premium SR,2012.0,195000.0,Düz,LPG & Benzin,Sedan,Kahverengi,1498.0,106.0,0.0,1.0,Sahibinden,350000.0
246,Geely,Emgrand,1.5 GSL Premium SR,2012.0,162400.0,Düz,Benzin,Sedan,Kahverengi,1498.0,106.0,0.0,0.0,Galeriden,419000.0
247,Geely,Emgrand,1.5 GSL Basic,2011.0,173000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,1498.0,106.0,0.0,4.0,Sahibinden,295000.0
248,Geely,Echo,1.3 Comfort,2010.0,165000.0,Düz,Benzin,Sedan,Gri (Gümüş),1342.0,86.0,0.0,2.0,Sahibinden,225000.0
249,Geely,Familia,1.5 Comfort,2009.0,225000.0,Düz,LPG & Benzin,Sedan,Beyaz,1498.0,94.0,0.0,0.0,Sahibinden,195000.0
250,Geely,Emgrand,1.5 GSL Premium,2011.0,255000.0,Düz,Benzin,Sedan,Siyah,1498.0,106.0,2.0,0.0,Galeriden,325000.0
251,Geely,Emgrand,1.5 GSL Premium,2011.0,156000.0,Düz,LPG & Benzin,Sedan,Beyaz,1498.0,106.0,1.0,2.0,Sahibinden,410000.0
252,Geely,Emgrand,1.5 GSL Premium,2012.0,160000.0,Düz,LPG & Benzin,Sedan,Bordo,1498.0,106.0,0.0,0.0,Sahibinden,489000.0
255,Geely,Emgrand,1.5 GSL Premium SR,2012.0,240000.0,Düz,LPG & Benzin,Sedan,Siyah,1498.0,106.0,1.0,3.0,Sahibinden,340000.0
256,Geely,Emgrand,1.5 GSL Premium SR,2011.0,207000.0,Düz,Benzin,Sedan,Gri,1498.0,106.0,0.0,2.0,Sahibinden,360000.0
258,Geely,Emgrand,1.5 GSL Premium SR,2012.0,283000.0,Düz,LPG & Benzin,Sedan,Siyah,1498.0,106.0,1.0,4.0,Sahibinden,387000.0
278,Chery,Alia,1.6 Acteco Lusso,2009.0,162000.0,Düz,Benzin,Sedan,Şampanya,1597.0,112.0,1.0,6.0,Galeriden,220000.0
279,Chery,Alia,1.6 Acteco Lusso,2011.0,181000.0,Düz,Benzin,Sedan,Şampanya,1597.0,112.0,0.0,1.0,Galeriden,335000.0
283,Chery,Kimo,1.3 Lusso,2010.0,112000.0,Düz,Benzin,Hatchback/5,Gri,1300.0,88.0,0.0,0.0,Galeriden,312500.0
286,Chery,Alia,1.6 Acteco Norma,2009.0,138000.0,Düz,Benzin,Sedan,Beyaz,1597.0,112.0,0.0,7.0,Sahibinden,260000.0
287,Chery,Kimo,1.3 Forza,2010.0,108000.0,Düz,Benzin,Hatchback/5,Bordo,1297.0,85.0,0.0,1.0,Sahibinden,310000.0
288,Chery,Alia,1.6 Acteco Lusso,2008.0,225000.0,Düz,Benzin,Sedan,Bej,1597.0,112.0,0.0,2.0,Galeriden,375000.0
290,Chery,Alia,1.6L Acteco Forza,2009.0,267000.0,Düz,LPG & Benzin,Sedan,Beyaz,1597.0,112.0,1.0,0.0,Sahibinden,300000.0
291,Chery,Alia,1.6 Acteco Lusso,2010.0,200000.0,Düz,Benzin,Sedan,Siyah,1597.0,112.0,0.0,0.0,Galeriden,260000.0
292,Chery,Kimo,1.3 Lusso,2009.0,170000.0,Düz,Benzin,Hatchback/5,Füme,1297.0,85.0,0.0,0.0,Galeriden,249000.0
294,Chery,Alia,1.6 Acteco Norma,2008.0,294000.0,Düz,LPG & Benzin,Sedan,Füme,1597.0,112.0,0.0,0.0,Sahibinden,235000.0
295,Chery,Alia,1.6 Acteco Norma,2008.0,246000.0,Düz,LPG & Benzin,Sedan,Şampanya,1597.0,112.0,0.0,0.0,Sahibinden,370000.0
297,Chery,Alia,1.6 Acteco Forza,2008.0,78000.0,Düz,LPG & Benzin,Sedan,Gri,1597.0,112.0,1.0,0.0,Sahibinden,325000.0
299,Chery,Niche,2.0 Lusso,2012.0,205000.0,Otomatik,Benzin,Sedan,Siyah,1971.0,141.0,0.0,0.0,Galeriden,375000.0
300,Chery,Niche,2.0 Lusso,2011.0,78000.0,Otomatik,Benzin,Sedan,Gri (Gümüş),1971.0,141.0,1.0,2.0,Sahibinden,535000.0
301,Chery,Alia,1.6 Acteco Lusso,2011.0,160000.0,Düz,LPG & Benzin,Sedan,Gri,1700.0,113.0,0.0,0.0,Sahibinden,340000.0
302,Chery,Kimo,1.3 Lusso,2009.0,171500.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1297.0,85.0,0.0,2.0,Sahibinden,260000.0
306,Chery,Kimo,1.3 Forza,2009.0,143389.0,Düz,Benzin,Hatchback/5,Gri,1297.0,85.0,0.0,0.0,Sahibinden,250000.0
307,Chery,Kimo,1.3 Lusso,2010.0,103000.0,Düz,Benzin,Hatchback/5,Turuncu,1297.0,85.0,2.0,2.0,Sahibinden,260000.0
308,Chery,Kimo,1.3 Lusso,2011.0,110000.0,Düz,Benzin,Hatchback/5,Lacivert,1297.0,85.0,0.0,3.0,Sahibinden,325000.0
310,Chery,Alia,1.6 Acteco Norma,2008.0,215000.0,Düz,LPG & Benzin,Sedan,Mavi,1597.0,112.0,0.0,6.0,Sahibinden,280000.0
311,Chery,Kimo,1.3 Lusso,2010.0,131200.0,Düz,LPG & Benzin,Hatchback/5,Gri,1297.0,85.0,0.0,1.0,Sahibinden,285000.0
316,Chery,Kimo,1.3 Lusso,2011.0,137000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1297.0,85.0,2.0,6.0,Sahibinden,310000.0
317,Chery,Alia,1.6 Acteco Lusso,2008.0,225000.0,Düz,Benzin,Sedan,Şampanya,1597.0,112.0,0.0,3.0,Sahibinden,250000.0
319,Chery,Alia,1.6 Acteco Lusso,2009.0,82000.0,Düz,LPG & Benzin,Sedan,Gri,1597.0,112.0,0.0,0.0,Sahibinden,385000.0
320,Chery,Alia,1.6 Acteco Lusso,2008.0,119000.0,Düz,LPG & Benzin,Sedan,Şampanya,1597.0,112.0,0.0,0.0,Sahibinden,300000.0
321,Chery,Kimo,1.3 Forza,2010.0,104454.0,Düz,Benzin,Hatchback/5,Mavi,1297.0,85.0,1.0,3.0,Galeriden,375000.0
324,Chery,Kimo,1.3 Forza,2011.0,157000.0,Otomatik,Benzin,Hatchback/5,Lacivert,1297.0,85.0,0.0,0.0,Sahibinden,379000.0
326,Chery,Alia,1.6 Acteco Lusso,2008.0,287000.0,Düz,Benzin,Sedan,Mavi,1597.0,112.0,0.0,0.0,Sahibinden,250000.0
330,Chery,Alia,1.6 Acteco Lusso,2010.0,301000.0,Düz,LPG & Benzin,Sedan,Gri,1597.0,112.0,3.0,0.0,Sahibinden,235000.0
341,Chrysler,Sebring,2.0 CRD Convertible,2008.0,187000.0,Düz,Benzin,-,Siyah,1968.0,140.0,0.0,0.0,Galeriden,949999.0
348,Chrysler,Stratus,2.5 Limited,2000.0,154000.0,Otomatik,Benzin,Cabrio,Kırmızı,2250.0,163.0,0.0,0.0,Galeriden,750000.0
368,Chrysler,Stratus,2.5 LX,1997.0,190000.0,Otomatik,Benzin,Sedan,Gri,2250.0,163.0,0.0,0.0,Galeriden,319000.0
369,Chrysler,Sebring,2.0 CRD Limited,2007.0,380000.0,Düz,Benzin,Sedan,Gri,1968.0,140.0,0.0,6.0,Galeriden,399000.0
379,Alfa Romeo,156,1.6 TS Distinctive,2006.0,340000.0,Düz,LPG & Benzin,Sedan,Füme,1598.0,120.0,0.0,2.0,Sahibinden,385000.0
380,Alfa Romeo,Giulietta,1.6 JTDM-2 Super,2016.0,111200.0,Otomatik,Dizel,Hatchback/5,Gri,1598.0,120.0,0.0,4.0,Sahibinden,920000.0
383,Alfa Romeo,147,1.6 TS Distinctive,2005.0,106000.0,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1598.0,120.0,0.0,6.0,Sahibinden,470000.0
385,Alfa Romeo,MiTo,1.3 JTD City,2012.0,145000.0,Düz,Benzin,Hatchback/3,Kırmızı,1248.0,95.0,0.0,4.0,Galeriden,579500.0
386,Alfa Romeo,147,1.6 TS Progression,2008.0,259000.0,Düz,Benzin,Hatchback/5,Kırmızı,1598.0,105.0,0.0,0.0,Sahibinden,320000.0
387,Alfa Romeo,Giulietta,1.4 TB Progression Plus,2011.0,253000.0,Düz,Benzin,Hatchback/5,Beyaz,1368.0,120.0,4.0,6.0,Galeriden,485000.0
389,Alfa Romeo,156,1.6 TS Distinctive,2004.0,178500.0,Düz,Benzin,Sedan,Füme,1500.0,113.0,0.0,0.0,Galeriden,455000.0
390,Alfa Romeo,156,1.6 TS Distinctive,2004.0,167000.0,Düz,Benzin,Sedan,Şampanya,1500.0,113.0,0.0,5.0,Galeriden,420000.0
391,Alfa Romeo,147,1.6 TS Distinctive,2005.0,201000.0,Düz,Benzin,Hatchback/5,Kırmızı,1500.0,113.0,0.0,3.0,Galeriden,337500.0
392,Alfa Romeo,156,1.6 TS,2001.0,286000.0,Düz,Benzin,Sedan,Gri,1598.0,120.0,0.0,0.0,Galeriden,288000.0
393,Alfa Romeo,159,1.9 JTD Distinctive,2008.0,310000.0,Otomatik,Benzin,Sedan,Siyah,1900.0,138.0,0.0,6.0,Galeriden,485000.0
394,Alfa Romeo,145,1.6 TS Sportivo,2000.0,318500.0,Düz,LPG & Benzin,Hatchback/3,Beyaz,1598.0,120.0,0.0,0.0,Sahibinden,249750.0
396,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012.0,205000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1300.0,163.0,0.0,2.0,Galeriden,759750.0
399,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2012.0,219301.0,Düz,Benzin,Hatchback/5,Kırmızı,1598.0,105.0,1.0,6.0,Yetkili Bayiden,560000.0
400,Alfa Romeo,Giulietta,1.6 JTD Super TCT,2017.0,137000.0,Otomatik,Dizel,Hatchback/5,Füme,1598.0,120.0,0.0,0.0,Sahibinden,1075000.0
401,Alfa Romeo,159,1.9 JTD Distinctive Plus,2009.0,288000.0,Yarı Otomatik,Dizel,Sedan,Siyah,1910.0,150.0,0.0,4.0,Sahibinden,610000.0
402,Alfa Romeo,MiTo,1.4 T MultiAir,2011.0,186000.0,Otomatik,Benzin,Hatchback/3,Siyah,1368.0,135.0,1.0,5.0,Galeriden,520000.0
403,Alfa Romeo,156,1.6 TS Distinctive,2004.0,264000.0,Düz,LPG & Benzin,Sedan,Gri (metalik),1598.0,120.0,0.0,6.0,Sahibinden,345000.0
405,Alfa Romeo,Giulietta,1.6 JTD Progression Plus,2012.0,221000.0,Düz,Dizel,Hatchback/5,Beyaz,1598.0,105.0,1.0,4.0,Sahibinden,650000.0
406,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2015.0,131368.0,Düz,Benzin,Hatchback/5,Kırmızı,1598.0,105.0,0.0,0.0,Galeriden,790000.0
407,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2014.0,135000.0,Düz,Dizel,Hatchback/5,Beyaz,1598.0,105.0,0.0,2.0,Galeriden,738000.0
408,Alfa Romeo,Giulietta,1.6 JTD Progression Plus,2015.0,290000.0,Düz,Benzin,Hatchback/5,Kırmızı,1598.0,105.0,0.0,3.0,Galeriden,649900.0
409,Alfa Romeo,156,1.6 TS Distinctive,2005.0,90000.0,Düz,Benzin,Sedan,Gri,1500.0,113.0,0.0,6.0,Galeriden,450000.0
411,Alfa Romeo,159,1.9 JTD Distinctive,2008.0,254600.0,Yarı Otomatik,Dizel,Sedan,Gri (titanyum),1910.0,150.0,1.0,8.0,Sahibinden,599000.0
412,Alfa Romeo,156,1.6 TS,2001.0,283000.0,Düz,LPG & Benzin,Station wagon,Lacivert,1598.0,120.0,2.0,1.0,Sahibinden,250000.0
413,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2014.0,129000.0,Düz,Dizel,Hatchback/5,Kırmızı,1598.0,105.0,0.0,2.0,Sahibinden,710000.0
414,Alfa Romeo,Giulietta,1.6 JTD Super TCT,2017.0,110000.0,Otomatik,Dizel,Hatchback/5,Beyaz,1598.0,120.0,0.0,1.0,Sahibinden,1065000.0
417,Alfa Romeo,Giulietta,1.6 JTD Super TCT,2017.0,137895.0,Otomatik,Benzin,Hatchback/5,Gri,1598.0,120.0,0.0,0.0,Yetkili Bayiden,988750.0
